Date,Open,High,Low,Close,Volume,Adj Close
2013-05-29,69.73,70.50,69.25,70.41,1300000,67.27
2013-05-28,71.22,71.75,70.46,70.53,885000,67.39
2013-05-24,70.40,71.13,69.81,70.27,699800,67.14
2013-05-23,70.69,71.16,69.67,70.87,683700,67.71
2013-05-22,72.38,72.90,70.50,70.87,627900,67.71
2013-05-21,72.21,73.19,72.05,72.46,608300,69.23
2013-05-20,72.15,73.06,72.00,72.84,793900,69.59
2013-05-17,73.00,73.11,70.96,72.40,1330200,69.17
2013-05-16,70.72,71.14,70.30,70.40,672300,67.26
2013-05-15,69.96,70.68,69.46,70.66,601800,67.51
2013-05-14,69.92,70.75,69.78,70.36,912900,67.22
2013-05-13,70.00,70.24,69.59,69.99,611400,66.87
2013-05-10,70.05,70.59,69.38,70.15,727900,67.02
2013-05-09,70.53,70.87,70.14,70.37,951500,67.23
2013-05-08,70.64,70.87,70.02,70.58,1068200,67.43
2013-05-07,70.20,70.70,69.69,70.50,804400,67.36
2013-05-06,70.03,70.33,69.53,69.81,1070300,66.70
2013-05-03,69.11,70.79,69.05,70.05,1377200,66.93
2013-05-02,68.23,69.23,67.42,69.05,1372500,65.14
2013-05-01,68.53,68.91,67.52,67.91,1242000,64.06
2013-04-30,69.11,69.48,68.49,69.10,1112900,65.18
2013-04-29,69.16,69.33,68.20,69.11,877700,65.19
2013-04-26,68.93,69.08,67.81,68.64,656600,64.75
2013-04-25,69.15,70.09,68.49,68.89,1167700,64.99
2013-04-24,67.57,69.53,67.29,68.68,1437600,64.79
2013-04-23,66.64,67.38,65.97,67.32,976900,63.50
2013-04-22,65.55,66.72,64.98,66.41,903900,62.65
2013-04-19,66.00,66.11,64.52,65.34,942600,61.64
2013-04-18,64.90,66.51,64.00,65.91,1166500,62.17
2013-04-17,65.78,65.94,63.95,64.42,1351700,60.77
2013-04-16,66.41,66.97,65.42,66.26,1488700,62.50
2013-04-15,68.14,68.14,65.60,65.70,1543600,61.98
2013-04-12,69.55,69.81,68.13,68.78,860900,64.88
2013-04-11,69.82,70.23,69.31,70.00,1043900,66.03
2013-04-10,69.07,70.07,68.96,69.78,794600,65.83
2013-04-09,69.12,69.26,68.26,68.86,897200,64.96
2013-04-08,68.70,69.22,68.33,68.90,622700,65.00
2013-04-05,68.01,68.73,67.42,68.70,966700,64.81
2013-04-04,67.39,68.87,67.09,68.84,1379800,64.94
2013-04-03,68.34,68.47,67.08,67.38,1075600,63.56
2013-04-02,69.17,69.54,68.34,68.54,816500,64.66
2013-04-01,69.71,69.90,68.94,69.22,728500,65.30
2013-03-28,69.88,70.16,69.23,69.56,855700,65.62
2013-03-27,68.59,69.89,68.26,69.76,991500,65.81
2013-03-26,68.39,68.97,68.20,68.96,794100,65.05
2013-03-25,68.73,69.03,67.72,68.07,566200,64.21
2013-03-22,68.53,69.15,68.16,68.54,583400,64.66
2013-03-21,68.02,68.97,67.77,68.18,1021500,64.32
2013-03-20,68.34,69.00,67.65,68.39,898000,64.51
2013-03-19,68.61,68.65,67.07,68.00,1325500,64.15
2013-03-18,69.40,69.68,68.35,68.45,983900,64.57
2013-03-15,70.52,70.86,69.93,70.24,1261200,66.26
2013-03-14,69.42,70.49,69.42,70.31,886500,66.33
2013-03-13,69.27,70.02,68.84,69.39,1278500,65.46
2013-03-12,68.32,69.37,68.02,69.31,1761300,65.38
2013-03-11,67.69,68.43,67.02,68.40,1302700,64.52
2013-03-08,67.64,67.94,67.25,67.82,986100,63.98
2013-03-07,67.93,68.19,67.18,67.45,1344100,63.63
2013-03-06,68.02,68.66,67.32,67.65,1090900,63.82
2013-03-05,68.51,68.55,67.51,67.82,1646000,63.98
2013-03-04,69.20,69.28,67.09,68.06,1561100,64.20
2013-03-01,69.48,69.58,68.54,69.32,1456200,65.39
2013-02-28,70.02,70.31,69.68,69.68,1422500,65.73
2013-02-27,69.45,70.77,69.38,70.21,1588900,66.23
2013-02-26,69.23,70.09,68.30,69.85,1627200,65.89
2013-02-25,72.20,72.49,68.90,68.96,1811500,65.05
2013-02-22,72.45,72.67,71.51,71.99,1728400,67.91
2013-02-21,72.69,72.93,71.22,72.05,1450100,67.97
2013-02-20,74.65,74.85,73.00,73.05,1638600,68.91
2013-02-19,75.18,75.35,74.06,74.66,1595600,70.43
2013-02-15,75.70,76.08,74.07,74.75,1648500,70.51
2013-02-14,74.44,75.93,73.80,75.77,1567900,71.48
2013-02-13,74.57,74.95,74.08,74.85,1043800,69.78
2013-02-12,74.42,74.89,74.03,74.41,840500,69.37
2013-02-11,74.57,74.90,74.06,74.18,924800,69.16
2013-02-08,74.28,74.92,74.05,74.81,671800,69.75
2013-02-07,74.20,74.99,73.81,74.10,906800,69.08
2013-02-06,73.62,74.48,72.74,74.03,3564200,69.02
2013-02-05,74.64,75.39,71.37,73.58,3531600,68.60
2013-02-04,75.85,76.85,75.70,76.48,1486300,71.30
2013-02-01,75.24,76.42,74.64,76.29,879900,71.12
2013-01-31,75.04,75.43,74.79,75.09,1195500,70.01
2013-01-30,75.40,75.75,74.38,75.11,752800,70.02
2013-01-29,74.71,75.69,74.44,75.49,665100,70.38
2013-01-28,74.97,75.00,74.06,74.73,923800,69.67
2013-01-25,74.49,74.78,73.92,74.66,569000,69.61
2013-01-24,74.01,74.86,73.83,73.98,1506400,68.97
2013-01-23,73.25,74.63,73.08,74.20,1580100,69.18
2013-01-22,72.84,73.34,72.19,73.09,1004800,68.14
2013-01-18,73.02,73.50,72.33,73.35,893500,68.38
2013-01-17,72.27,73.31,71.83,72.69,947600,67.77
2013-01-16,71.40,72.13,71.26,71.80,1027000,66.94
2013-01-15,71.24,71.65,70.73,71.44,838100,66.60
2013-01-14,72.37,72.55,71.19,71.38,1282500,66.55
2013-01-11,72.23,72.30,71.48,72.27,861100,67.38
2013-01-10,71.88,72.42,71.20,72.30,1008000,67.41
2013-01-09,71.01,71.23,70.63,71.19,491100,66.37
2013-01-08,70.79,71.18,70.35,70.94,913500,66.14
2013-01-07,71.65,71.84,70.84,71.10,1016500,66.29
2013-01-04,70.55,71.53,70.17,71.51,1060900,66.67
2013-01-03,69.76,71.01,69.14,70.35,1416000,65.59
2013-01-02,69.42,69.80,68.60,69.78,993900,65.06
2012-12-31,67.12,68.11,66.81,67.96,920300,63.36
2012-12-28,67.22,67.66,66.71,67.23,1160700,62.68
2012-12-27,68.15,68.32,66.49,67.63,829400,63.05
2012-12-26,69.31,69.40,68.14,68.15,396600,63.54
2012-12-24,69.08,69.39,68.48,68.89,234700,64.23
2012-12-21,69.33,69.81,68.82,69.26,1825600,64.57
2012-12-20,69.73,70.26,69.33,70.26,787900,65.50
2012-12-19,69.37,70.00,68.98,69.59,1099600,64.88
2012-12-18,68.08,69.25,67.63,69.07,1775700,64.39
2012-12-17,67.74,68.23,67.50,68.10,991600,63.49
2012-12-14,67.04,67.64,66.76,67.40,601700,62.84
2012-12-13,68.09,68.63,67.29,67.44,868400,62.87
2012-12-12,68.75,69.11,68.10,68.22,871000,63.60
2012-12-11,69.00,69.13,68.15,68.38,770100,63.75
2012-12-10,69.00,69.13,68.59,68.68,611700,64.03
2012-12-07,68.89,68.98,68.14,68.93,818900,64.26
2012-12-06,68.81,69.39,68.39,68.72,1001400,64.07
2012-12-05,69.25,69.46,68.26,68.90,960900,64.24
2012-12-04,68.62,69.61,68.39,69.01,1305400,64.34
2012-12-03,69.17,69.34,68.68,68.80,1340300,64.14
2012-11-30,67.81,69.08,67.25,69.00,3912900,64.33
2012-11-29,67.57,68.42,67.23,68.12,1191200,63.51
2012-11-28,66.55,67.10,65.62,67.09,1022200,62.55
2012-11-27,67.22,67.85,67.00,67.08,865100,62.54
2012-11-26,66.77,67.45,66.39,67.30,860400,62.74
2012-11-23,67.06,67.37,66.70,67.36,269200,62.80
2012-11-21,66.45,66.90,66.10,66.64,733200,62.13
2012-11-20,66.53,66.96,65.81,66.31,1092700,61.82
2012-11-19,65.85,66.81,65.78,66.77,1057600,62.25
2012-11-16,65.22,65.63,64.00,65.09,1540800,60.68
2012-11-15,64.81,65.36,64.40,64.91,1522800,60.52
2012-11-14,65.79,66.17,64.80,64.91,1472800,60.52
2012-11-13,64.95,66.37,64.80,65.69,1259500,61.24
2012-11-12,65.27,65.86,64.95,65.76,1163800,61.31
2012-11-09,65.24,65.76,64.63,65.04,1371200,60.64
2012-11-08,67.86,68.29,64.83,65.37,3146900,60.94
2012-11-07,68.42,68.44,67.11,67.78,1716900,63.19
2012-11-06,69.32,69.85,68.93,69.24,1209600,64.55
2012-11-05,68.66,69.33,68.49,69.01,760600,64.34
2012-11-02,70.19,70.38,68.81,68.86,1057200,64.20
2012-11-01,69.14,70.81,69.01,69.89,1374500,65.16
2012-10-31,69.96,69.99,68.93,69.24,1234100,64.55
2012-10-26,70.00,70.78,69.61,70.02,769000,64.46
2012-10-25,70.23,70.49,69.59,70.22,783000,64.65
2012-10-24,69.93,70.21,68.98,69.58,1106100,64.06
2012-10-23,69.52,69.98,68.73,69.67,898000,64.14
2012-10-22,70.16,71.20,69.88,70.63,766300,65.03
2012-10-19,71.18,71.43,70.34,70.52,2419900,64.92
2012-10-18,70.80,72.60,69.65,71.41,4052500,65.74
2012-10-17,70.13,70.13,68.66,69.77,2225600,64.23
2012-10-16,67.70,69.63,67.65,69.22,1646200,63.73
2012-10-15,66.47,67.52,66.31,67.48,952700,62.13
2012-10-12,65.92,66.69,65.54,66.58,1099600,61.30
2012-10-11,66.01,66.32,65.51,66.23,787800,60.97
2012-10-10,65.76,66.40,65.28,65.33,928500,60.15
2012-10-09,65.78,66.86,65.60,66.59,1261900,61.31
2012-10-08,65.43,66.15,65.17,66.06,478800,60.82
2012-10-05,66.62,66.78,65.68,65.85,920700,60.62
2012-10-04,65.46,66.56,65.32,66.47,1069900,61.20
2012-10-03,66.01,66.21,64.63,65.03,1023500,59.87
2012-10-02,66.94,67.10,65.80,66.07,1434200,60.83
2012-10-01,66.56,67.07,66.19,66.44,1141300,61.17
2012-09-28,66.06,66.45,65.64,65.81,1059500,60.59
2012-09-27,65.94,66.40,65.23,66.32,1502600,61.06
2012-09-26,66.82,67.03,65.34,65.44,1121800,60.25
2012-09-25,67.88,68.05,66.95,67.10,1505600,61.78
2012-09-24,68.61,68.90,67.61,67.70,1484000,62.33
2012-09-21,68.81,69.53,68.78,69.24,2131900,63.75
2012-09-20,66.69,67.87,66.44,67.81,1382100,62.43
2012-09-19,68.71,68.71,67.20,67.37,1461500,62.02
2012-09-18,68.28,73.50,67.75,68.53,2374100,63.09
2012-09-17,68.84,69.31,67.97,68.28,906100,62.86
2012-09-14,69.40,69.98,68.90,69.04,1995900,63.56
2012-09-13,68.92,69.80,68.41,69.15,1032100,63.66
2012-09-12,68.83,69.40,68.61,69.01,961200,63.53
2012-09-11,67.58,68.79,67.43,68.74,1123600,63.29
2012-09-10,67.29,67.99,67.00,67.41,1380000,62.06
2012-09-07,67.25,68.00,66.98,67.19,1834800,61.86
2012-09-06,66.90,68.10,66.90,67.18,998500,61.85
2012-09-05,66.24,66.84,66.09,66.36,708300,61.09
2012-09-04,66.82,66.96,65.97,66.44,830200,61.17
2012-08-31,66.60,67.30,66.49,67.02,860400,61.70
2012-08-30,66.25,66.47,65.70,66.22,1775600,60.97
2012-08-29,66.78,66.96,66.00,66.62,708400,61.33
2012-08-28,66.53,66.64,66.18,66.30,453500,61.04
2012-08-27,66.96,67.45,66.54,66.62,530000,61.33
2012-08-24,66.41,66.86,65.86,66.69,790500,61.40
2012-08-23,67.48,67.79,66.43,66.48,1111900,61.20
2012-08-22,67.22,67.54,66.82,67.39,707100,62.04
2012-08-21,67.94,68.54,67.44,67.56,1323100,62.20
2012-08-20,68.63,68.82,68.35,68.62,729700,63.17
2012-08-17,68.24,68.70,68.10,68.52,1182900,63.08
2012-08-16,67.70,68.00,67.17,67.81,1432000,62.43
2012-08-15,67.63,68.03,67.20,67.41,908900,62.06
2012-08-14,68.31,68.48,67.40,67.63,758700,62.26
2012-08-13,68.10,68.19,67.63,68.07,710100,62.67
2012-08-10,67.91,68.57,67.66,68.15,1318000,62.74
2012-08-09,67.39,68.64,67.21,68.43,1029900,63.00
2012-08-08,67.35,68.03,66.83,67.58,1206000,62.22
2012-08-07,67.23,68.19,67.06,67.83,1664700,62.45
2012-08-06,66.88,67.66,66.60,67.12,1118300,61.79
2012-08-03,66.72,67.41,66.48,66.68,923600,61.39
2012-08-02,65.27,66.19,65.10,65.52,1756800,60.32
2012-08-01,65.75,66.50,65.19,66.29,1647500,61.03
2012-07-31,66.52,66.60,65.12,65.42,1823500,60.23
2012-07-30,66.25,67.02,65.93,66.76,1908700,61.46
2012-07-27,66.37,67.68,65.92,67.19,1672800,61.05
2012-07-26,65.41,66.25,65.13,65.90,1871600,59.88
2012-07-25,64.27,64.81,63.85,64.44,1517900,58.55
2012-07-24,64.84,65.44,63.45,63.99,1158700,58.14
2012-07-23,64.88,65.41,64.22,64.80,1803300,58.88
2012-07-20,65.74,66.27,65.50,66.05,1474200,60.02
2012-07-19,65.00,66.83,65.00,65.71,2879600,59.71
2012-07-18,63.19,64.33,63.03,63.87,2006900,58.04
2012-07-17,63.85,64.02,61.80,63.24,2268300,57.46
2012-07-16,63.01,63.79,62.72,63.49,1459100,57.69
2012-07-13,61.49,63.49,61.39,63.35,1657200,57.56
2012-07-12,60.46,61.70,59.88,61.25,1476000,55.66
2012-07-11,59.07,61.53,58.87,61.17,1667800,55.58
2012-07-10,59.62,59.88,58.37,58.85,1022600,53.47
2012-07-09,58.46,59.53,58.27,59.44,1457500,54.01
2012-07-06,58.62,59.13,58.11,58.89,938500,53.51
2012-07-05,60.56,60.56,59.31,59.40,897700,53.97
2012-07-03,59.83,60.76,59.57,60.76,1010100,55.21
2012-07-02,59.28,59.58,58.64,59.32,1170400,53.90
2012-06-29,59.21,59.68,58.66,59.13,1723500,53.73
2012-06-28,58.33,58.45,56.83,57.74,2771000,52.47
2012-06-27,56.78,59.14,56.78,58.90,1473200,53.52
2012-06-26,56.33,56.90,55.83,56.61,1029100,51.44
2012-06-25,57.06,57.62,55.88,56.18,1465300,51.05
2012-06-22,57.91,58.03,57.03,57.75,1438900,52.47
2012-06-21,60.56,60.67,57.43,57.61,1428600,52.35
2012-06-20,60.74,61.13,59.93,60.52,1099000,54.99
2012-06-19,60.35,60.74,59.69,60.61,1284400,55.07
2012-06-18,60.02,60.02,59.31,59.77,764000,54.31
2012-06-15,59.48,60.61,59.26,60.58,909300,55.05
2012-06-14,58.77,59.79,58.48,59.31,922300,53.89
2012-06-13,59.38,59.91,58.31,58.54,1054200,53.19
2012-06-12,59.90,60.17,58.72,59.93,1057200,54.46
2012-06-11,60.59,60.98,59.46,59.54,940600,54.10
2012-06-08,59.28,60.20,58.91,60.10,1371600,54.61
2012-06-07,60.37,61.24,59.50,59.95,1404400,54.47
2012-06-06,58.87,59.70,58.48,59.70,1287700,54.25
2012-06-05,57.37,58.71,57.13,58.27,1262000,52.95
2012-06-04,57.72,57.93,56.27,57.34,1961100,52.10
2012-06-01,57.04,58.98,56.89,57.74,2958200,52.47
2012-05-31,59.54,59.54,57.57,58.18,1568700,52.87
2012-05-30,60.59,60.59,59.22,59.47,1508900,54.04
2012-05-29,60.91,61.75,60.74,61.35,771800,55.75
2012-05-25,60.03,61.02,60.03,60.56,1052700,55.03
2012-05-24,60.59,60.68,59.42,60.07,1233900,54.58
2012-05-23,59.33,60.51,58.74,60.39,1480600,54.87
2012-05-22,61.06,61.19,59.37,59.74,1527400,54.28
2012-05-21,59.33,60.52,59.17,60.35,1146800,54.84
2012-05-18,60.25,60.84,58.94,59.15,1352000,53.75
2012-05-17,59.82,60.70,59.50,60.01,1227700,54.53
2012-05-16,60.72,61.67,59.69,59.75,1162400,54.29
2012-05-15,61.51,61.99,60.32,60.53,1375900,55.00
2012-05-14,62.15,62.18,61.41,61.67,1165600,56.04
2012-05-11,63.05,63.95,62.67,62.74,1208700,57.01
2012-05-10,64.83,64.94,63.20,63.43,2058700,57.64
2012-05-09,63.44,64.76,62.79,64.38,878000,58.50
2012-05-08,64.58,64.67,62.83,64.57,1280200,58.67
2012-05-07,64.78,65.57,63.84,65.06,1461500,59.12
2012-05-04,66.04,66.57,64.77,64.90,1735300,58.97
2012-05-03,67.44,67.45,66.59,67.00,1465600,60.88
2012-05-02,68.06,68.13,66.73,67.37,1437700,61.22
2012-05-01,68.65,69.19,67.83,68.40,1125800,62.15
2012-04-30,67.84,68.58,67.26,68.55,1002200,62.29
2012-04-27,68.75,69.08,67.66,68.00,1476400,61.79
2012-04-26,68.57,69.97,68.13,69.39,1837000,62.26
2012-04-25,68.28,68.81,68.01,68.62,1373000,61.57
2012-04-24,68.42,68.70,67.82,67.91,1223500,60.93
2012-04-23,67.70,68.80,67.19,68.39,1196900,61.36
2012-04-20,69.26,70.30,68.34,68.57,2006000,61.52
2012-04-19,67.52,69.02,66.85,68.52,2358400,61.48
2012-04-18,65.68,67.12,65.45,66.15,1512700,59.35
2012-04-17,65.30,66.25,65.07,65.85,1015700,59.08
2012-04-16,65.51,65.67,64.54,64.71,1154400,58.06
2012-04-13,65.47,65.88,64.57,65.26,1611500,58.55
2012-04-12,64.69,66.32,64.60,66.02,1318600,59.23
2012-04-11,65.05,65.45,64.35,64.51,1463900,57.88
2012-04-10,65.20,65.51,63.70,63.73,1534700,57.18
2012-04-09,64.82,65.93,64.55,65.28,1155000,58.57
2012-04-05,65.84,66.95,65.53,65.81,984900,59.04
2012-04-04,66.06,66.34,65.61,65.95,1060900,59.17
2012-04-03,67.88,68.19,66.42,66.87,1484100,60.00
2012-04-02,66.77,68.52,66.44,67.75,1197500,60.79
2012-03-30,66.91,67.36,66.00,66.75,1283300,59.89
2012-03-29,66.34,66.87,65.61,66.29,1350000,59.48
2012-03-28,67.31,67.95,66.27,66.63,1370600,59.78
2012-03-27,69.22,69.50,67.50,67.59,1511600,60.64
2012-03-26,69.67,70.01,68.78,69.21,1223900,62.10
2012-03-23,68.83,69.83,68.62,69.03,1670100,61.93
2012-03-22,69.22,69.65,68.04,68.50,1626300,61.46
2012-03-21,70.66,70.86,69.50,70.52,1424900,63.27
2012-03-20,71.49,71.63,70.49,70.93,1241400,63.64
2012-03-19,72.52,72.77,71.48,71.96,1260500,64.56
2012-03-16,70.14,72.80,70.14,72.43,2854100,64.98
2012-03-15,69.13,70.08,68.52,69.54,1074100,62.39
2012-03-14,69.80,69.96,68.67,68.99,1199800,61.90
2012-03-13,69.37,69.95,68.83,69.87,1058200,62.69
2012-03-12,70.01,70.40,68.73,69.16,1081000,62.05
